State,County,Affordability
AL,Autauga County,1.189
AL,Baldwin County,1.207
AL,Barbour County,0.958
AL,Bibb County,1.062
AL,Blount County,1.071
AL,Bullock County,0.669
AL,Butler County,0.943
AL,Calhoun County,1.098
AL,Chambers County,0.937
AL,Cherokee County,1.09
AL,Chilton County,1.117
AL,Choctaw County,1.058
AL,Clarke County,1.019
AL,Clay County,1.007
AL,Cleburne County,1.183
AL,Coffee County,1.203
AL,Colbert County,1.046
AL,Conecuh County,0.865
AL,Coosa County,1.051
AL,Covington County,1.071
AL,Crenshaw County,1.121
AL,Cullman County,1.101
AL,Dale County,1.118
AL,Dallas County,0.86
AL,DeKalb County,1.02
AL,Elmore County,1.23
AL,Escambia County,0.93
AL,Etowah County,1.105
AL,Fayette County,1.033
AL,Franklin County,0.992
AL,Geneva County,1.006
AL,Greene County,0.811
AL,Hale County,0.988
AL,Henry County,1.18
AL,Houston County,1.168
AL,Jackson County,1.041
AL,Jefferson County,1.126
AL,Lamar County,1.044
AL,Lauderdale County,1.19
AL,Lawrence County,1.105
AL,Lee County,1.197
AL,Limestone County,1.325
AL,Lowndes County,0.771
AL,Macon County,0.809
AL,Madison County,1.384
AL,Marengo County,1.102
AL,Marion County,1.064
AL,Marshall County,1.224
AL,Mobile County,1.055
AL,Monroe County,0.94
AL,Montgomery County,1.07
AL,Morgan County,1.202
AL,Perry County,0.655
AL,Pickens County,0.939
AL,Pike County,1.089
AL,Randolph County,1.044
AL,Russell County,0.913
AL,St. Clair County,1.11
AL,Shelby County,1.407
AL,Sumter County,0.739
AL,Talladega County,1.115
AL,Tallapoosa County,0.981
AL,Tuscaloosa County,1.202
AL,Walker County,1.096
AL,Washington County,1.14
AL,Wilcox County,0.711
AL,Winston County,0.974
AK,Aleutians East Borough,0.956
AK,Aleutians West Census Area,1.254
AK,Anchorage Municipality,1.318
AK,Bethel Census Area,0.74
AK,Bristol Bay Borough,1.228
AK,Chugach Census Area,1.256
AK,Copper River Census Area,1.271
AK,Denali Borough,1.635
AK,Dillingham Census Area,0.904
AK,Fairbanks North Star Borough,1.121
AK,Haines Borough,1.218
AK,Hoonah-Angoon Census Area,0.952
AK,Juneau City and Borough,1.266
AK,Kenai Peninsula Borough,1.217
AK,Ketchikan Gateway Borough,1.257
AK,Kodiak Island Borough,1.132
AK,Kusilvak Census Area,0.599
AK,Lake and Peninsula Borough,0.911
AK,Matanuska-Susitna Borough,1.211
AK,Nome Census Area,0.833
AK,North Slope Borough,1.07
AK,Northwest Arctic Borough,0.888
AK,Petersburg Borough,1.08
AK,Prince of Wales-Hyder Census Area,0.975
AK,Sitka City and Borough,1.268
AK,Skagway Municipality,1.303
AK,Southeast Fairbanks Census Area,0.97
AK,Wrangell City and Borough,0.984
AK,Yakutat City and Borough,0.958
AK,Yukon-Koyukuk Census Area,0.822
AZ,Apache County,0.626
AZ,Cochise County,1.074
AZ,Coconino County,1.003
AZ,Gila County,0.958
AZ,Graham County,1.023
AZ,Greenlee County,1.157
AZ,La Paz County,0.818
AZ,Maricopa County,1.146
AZ,Mohave County,0.859
AZ,Navajo County,0.783
AZ,Pima County,1.188
AZ,Pinal County,1.023
AZ,Santa Cruz County,0.992
AZ,Yavapai County,0.949
AZ,Yuma County,0.851
AR,Arkansas County,1.232
AR,Ashley County,1.023
AR,Baxter County,1.01
AR,Benton County,1.394
AR,Boone County,1.13
AR,Bradley County,1.015
AR,Calhoun County,1.067
AR,Carroll County,1.176
AR,Chicot County,0.919
AR,Clark County,1.124
AR,Clay County,1.037
AR,Cleburne County,1.061
AR,Cleveland County,1.169
AR,Columbia County,0.998
AR,Conway County,1.056
AR,Craighead County,1.157
AR,Crawford County,1.056
AR,Crittenden County,0.97
AR,Cross County,1.057
AR,Dallas County,1.216
AR,Desha County,0.855
AR,Drew County,1.073
AR,Faulkner County,1.213
AR,Franklin County,1.158
AR,Fulton County,0.866
AR,Garland County,1.076
AR,Grant County,1.299
AR,Greene County,1.079
AR,Hempstead County,1.017
AR,Hot Spring County,1.089
AR,Howard County,0.975
AR,Independence County,1.073
AR,Izard County,0.976
AR,Jackson County,1.003
AR,Jefferson County,1.031
AR,Johnson County,0.902
AR,Lafayette County,0.984
AR,Lawrence County,0.978
AR,Lee County,0.877
AR,Lincoln County,1.068
AR,Little River County,1.221
AR,Logan County,1.104
AR,Lonoke County,1.249
AR,Madison County,0.933
AR,Marion County,0.909
AR,Miller County,0.959
AR,Mississippi County,1.101
AR,Monroe County,1.185
AR,Montgomery County,0.935
AR,Nevada County,0.791
AR,Newton County,1.1
AR,Ouachita County,1.06
AR,Perry County,1.075
AR,Phillips County,0.886
AR,Pike County,1.083
AR,Poinsett County,0.947
AR,Polk County,1.028
AR,Pope County,1.088
AR,Prairie County,1.297
AR,Pulaski County,1.217
AR,Randolph County,1.016
AR,St. Francis County,0.841
AR,Saline County,1.33
AR,Scott County,1.047
AR,Searcy County,0.878
AR,Sebastian County,1.089
AR,Sevier County,0.989
AR,Sharp County,0.969
AR,Stone County,0.866
AR,Union County,1.077
AR,Van Buren County,1.014
AR,Washington County,1.209
AR,White County,1.094
AR,Woodruff County,1.091
AR,Yell County,1.099
CA,Alameda County,1.29
CA,Alpine County,1.33
CA,Amador County,1.137
CA,Butte County,1.018
CA,Calaveras County,1.019
CA,Colusa County,1.04
CA,Contra Costa County,1.199
CA,Del Norte County,0.963
CA,El Dorado County,1.23
CA,Fresno County,1.004
CA,Glenn County,0.998
CA,Humboldt County,0.95
CA,Imperial County,0.829
CA,Inyo County,0.969
CA,Kern County,0.957
CA,Kings County,0.954
CA,Lake County,0.943
CA,Lassen County,0.858
CA,Los Angeles County,0.958
CA,Madera County,0.981
CA,Marin County,1.359
CA,Mariposa County,0.917
CA,Mendocino County,0.932
CA,Merced County,0.888
CA,Modoc County,0.786
CA,Mono County,1.012
CA,Monterey County,0.848
CA,Napa County,1.061
CA,Nevada County,1.076
CA,Orange County,1.106
CA,Placer County,1.239
CA,Plumas County,1.06
CA,Riverside County,1.067
CA,Sacramento County,1.065
CA,San Benito County,1.06
CA,San Bernardino County,1.011
CA,San Diego County,1.044
CA,San Francisco County,1.265
CA,San Joaquin County,1.064
CA,San Luis Obispo County,1.089
CA,San Mateo County,1.224
CA,Santa Barbara County,0.893
CA,Santa Clara County,1.403
CA,Santa Cruz County,0.975
CA,Shasta County,1.002
CA,Sierra County,0.831
CA,Siskiyou County,0.864
CA,Solano County,1.112
CA,Sonoma County,1.073
CA,Stanislaus County,1.044
CA,Sutter County,1.025
CA,Tehama County,0.926
CA,Trinity County,0.779
CA,Tulare County,0.915
CA,Tuolumne County,1.098
CA,Ventura County,1.034
CA,Yolo County,1.124
CA,Yuba County,0.969
CO,Adams County,1.069
CO,Alamosa County,0.893
CO,Arapahoe County,1.225
CO,Archuleta County,0.973
CO,Baca County,0.99
CO,Bent County,0.808
CO,Boulder County,1.37
CO,Broomfield County,1.528
CO,Chaffee County,1.058
CO,Cheyenne County,1.314
CO,Clear Creek County,1.391
CO,Conejos County,0.882
CO,Costilla County,0.687
CO,Crowley County,0.843
CO,Custer County,0.974
CO,Delta County,0.973
CO,Denver County,1.185
CO,Dolores County,1.292
CO,Douglas County,1.529
CO,Eagle County,1.148
CO,Elbert County,1.483
CO,El Paso County,1.119
CO,Fremont County,1.013
CO,Garfield County,1.15
CO,Gilpin County,1.267
CO,Grand County,1.197
CO,Gunnison County,1.402
CO,Hinsdale County,0.918
CO,Huerfano County,0.944
CO,Jackson County,0.698
CO,Jefferson County,1.339
CO,Kiowa County,0.874
CO,Kit Carson County,0.986
CO,Lake County,1.205
CO,La Plata County,1.175
CO,Larimer County,1.218
CO,Las Animas County,0.926
CO,Lincoln County,1.255
CO,Logan County,1.1
CO,Mesa County,1.16
CO,Mineral County,0.788
CO,Moffat County,0.996
CO,Montezuma County,0.975
CO,Montrose County,1.042
CO,Morgan County,1.111
CO,Otero County,0.941
CO,Ouray County,0.975
CO,Park County,1.1
CO,Phillips County,1.015
CO,Pitkin County,1.218
CO,Prowers County,0.951
CO,Pueblo County,1.039
CO,Rio Blanco County,1.14
CO,Rio Grande County,1.144
CO,Routt County,1.2
CO,Saguache County,0.855
CO,San Juan County,0.824
CO,San Miguel County,1.029
CO,Sedgwick County,1.084
CO,Summit County,1.155
CO,Teller County,0.997
CO,Washington County,1.003
CO,Weld County,1.28
CO,Yuma County,1.01
CT,Fairfield County,0.91
CT,Hartford County,1.191
CT,Litchfield County,1.293
CT,Middlesex County,0.998
CT,New Haven County,1.024
CT,New London County,1.35
CT,Tolland County,0.931
CT,Windham County,0.869
DE,Kent County,1.268
DE,New Castle County,0.933
DE,Sussex County,1.582
DC,District of Columbia,0.771
FL,Alachua County,1.072
FL,Baker County,1.072
FL,Bay County,0.787
FL,Bradford County,1.141
FL,Brevard County,0.99
FL,Broward County,0.698
FL,Calhoun County,0.978
FL,Charlotte County,0.792
FL,Citrus County,1.206
FL,Clay County,1.134
FL,Collier County,0.735
FL,Columbia County,0.655
FL,DeSoto County,0.73
FL,Dixie County,1.097
FL,Duval County,0.971
FL,Escambia County,0.938
FL,Flagler County,0.744
FL,Franklin County,0.867
FL,Gadsden County,0.857
FL,Gilchrist County,0.76
FL,Glades County,0.861
FL,Gulf County,0.761
FL,Hamilton County,0.758
FL,Hardee County,0.692
FL,Hendry County,0.983
FL,Hernando County,0.728
FL,Highlands County,1.189
FL,Hillsborough County,0.675
FL,Holmes County,1.175
FL,Indian River County,0.76
FL,Jackson County,1.019
FL,Jefferson County,0.961
FL,Lafayette County,0.984
FL,Lake County,1.008
FL,Lee County,1.042
FL,Leon County,0.693
FL,Levy County,0.692
FL,Liberty County,0.789
FL,Madison County,1.176
FL,Manatee County,0.74
FL,Marion County,1.257
FL,Martin County,0.764
FL,Miami-Dade County,1.057
FL,Monroe County,0.858
FL,Nassau County,1.048
FL,Okaloosa County,0.676
FL,Okeechobee County,1.046
FL,Orange County,0.754
FL,Osceola County,1.049
FL,Palm Beach County,0.776
FL,Pasco County,0.963
FL,Pinellas County,0.781
FL,Polk County,0.713
FL,Putnam County,1.728
FL,St. Johns County,0.769
FL,St. Lucie County,1.051
FL,Santa Rosa County,1.066
FL,Sarasota County,1.018
FL,Seminole County,0.887
FL,Sumter County,0.82
FL,Suwannee County,0.809
FL,Taylor County,0.859
FL,Union County,1.019
FL,Volusia County,1.048
FL,Wakulla County,1.1
FL,Walton County,0.663
FL,Washington County,0.821
GA,Appling County,0.76
GA,Atkinson County,0.809
GA,Bacon County,0.937
GA,Baker County,1.108
GA,Baldwin County,0.963
GA,Banks County,1.184
GA,Barrow County,0.873
GA,Bartow County,0.571
GA,Ben Hill County,0.899
GA,Berrien County,0.984
GA,Bibb County,0.908
GA,Bleckley County,0.874
GA,Brantley County,0.859
GA,Brooks County,1.492
GA,Bryan County,0.729
GA,Bulloch County,0.783
GA,Burke County,0.903
GA,Butts County,0.594
GA,Calhoun County,1.081
GA,Camden County,0.602
GA,Candler County,1.098
GA,Carroll County,0.998
GA,Catoosa County,0.743
GA,Charlton County,1.189
GA,Chatham County,0.695
GA,Chattahoochee County,0.686
GA,Chattooga County,1.769
GA,Cherokee County,0.647
GA,Clarke County,0.404
GA,Clay County,0.922
GA,Clayton County,0.593
GA,Clinch County,1.702
GA,Cobb County,0.576
GA,Coffee County,0.814
GA,Colquitt County,1.647
GA,Columbia County,0.632
GA,Cook County,1.53
GA,Coweta County,0.777
GA,Crawford County,0.679
GA,Crisp County,1.061
GA,Dade County,1.276
GA,Dawson County,0.675
GA,Decatur County,1.404
GA,DeKalb County,0.621
GA,Dodge County,0.929
GA,Dooly County,0.825
GA,Dougherty County,1.249
GA,Douglas County,0.543
GA,Early County,0.937
GA,Echols County,1.378
GA,Effingham County,0.638
GA,Elbert County,0.759
GA,Emanuel County,0.898
GA,Evans County,1.051
GA,Fannin County,1.823
GA,Fayette County,0.691
GA,Floyd County,1.932
GA,Forsyth County,0.592
GA,Franklin County,1.698
GA,Fulton County,0.755
GA,Gilmer County,1.187
GA,Glascock County,1.094
GA,Glynn County,0.801
GA,Gordon County,0.915
GA,Grady County,1.242
GA,Greene County,1.337
GA,Gwinnett County,0.742
GA,Habersham County,1.296
GA,Hall County,0.631
GA,Hancock County,1.038
GA,Haralson County,1.544
GA,Harris County,0.836
GA,Hart County,1.119
GA,Heard County,1.333
GA,Henry County,0.896
GA,Houston County,0.841
GA,Irwin County,1.325
GA,Jackson County,0.866
GA,Jasper County,0.627
GA,Jeff Davis County,0.802
GA,Jefferson County,0.675
GA,Jenkins County,0.879
GA,Johnson County,1.106
GA,Jones County,1.053
GA,Lamar County,0.877
GA,Lanier County,0.773
GA,Laurens County,1.408
GA,Lee County,0.767
GA,Liberty County,0.897
GA,Lincoln County,0.967
GA,Long County,0.918
GA,Lowndes County,1.065
GA,Lumpkin County,0.83
GA,McDuffie County,1.077
GA,McIntosh County,0.734
GA,Macon County,0.983
GA,Madison County,0.855
GA,Marion County,0.81
GA,Meriwether County,0.9
GA,Miller County,0.729
GA,Mitchell County,1.418
GA,Monroe County,0.855
GA,Montgomery County,1.332
GA,Morgan County,0.817
GA,Murray County,0.983
GA,Muscogee County,0.985
GA,Newton County,1.439
GA,Oconee County,0.79
GA,Oglethorpe County,1.179
GA,Paulding County,0.733
GA,Peach County,1.196
GA,Pickens County,0.786
GA,Pierce County,1.444
GA,Pike County,0.806
GA,Polk County,0.998
GA,Pulaski County,1.088
GA,Putnam County,0.689
GA,Quitman County,0.893
GA,Rabun County,0.628
GA,Randolph County,0.896
GA,Richmond County,1.04
GA,Rockdale County,0.644
GA,Schley County,0.947
GA,Screven County,0.745
GA,Seminole County,0.981
GA,Spalding County,0.887
GA,Stephens County,0.739
GA,Stewart County,0.841
GA,Sumter County,0.846
GA,Talbot County,0.759
GA,Taliaferro County,0.885
GA,Tattnall County,0.754
GA,Taylor County,0.554
GA,Telfair County,0.753
GA,Terrell County,0.975
GA,Thomas County,0.891
GA,Tift County,0.965
GA,Toombs County,0.953
GA,Towns County,0.867
GA,Treutlen County,1.021
GA,Troup County,0.773
GA,Turner County,0.97
GA,Twiggs County,1.011
GA,Union County,0.94
GA,Upson County,1.01
GA,Walker County,1.155
GA,Walton County,0.675
GA,Ware County,0.811
GA,Warren County,0.821
GA,Washington County,0.965
GA,Wayne County,0.916
GA,Webster County,0.818
GA,Wheeler County,1.072
GA,White County,0.98
GA,Whitfield County,0.812
GA,Wilcox County,0.981
GA,Wilkes County,0.858
GA,Wilkinson County,0.91
GA,Worth County,1.283
HI,Hawaii County,1.188
HI,Honolulu County,1.291
HI,Kalawao County,1.001
HI,Kauai County,0.893
HI,Maui County,0.849
ID,Ada County,0.752
ID,Adams County,1.022
ID,Bannock County,1.103
ID,Bear Lake County,0.851
ID,Benewah County,0.984
ID,Bingham County,1.17
ID,Blaine County,0.902
ID,Boise County,0.906
ID,Bonner County,1.098
ID,Bonneville County,0.945
ID,Boundary County,0.82
ID,Butte County,0.859
ID,Camas County,0.848
ID,Canyon County,0.961
ID,Caribou County,0.901
ID,Cassia County,0.945
ID,Clark County,0.906
ID,Clearwater County,0.781
ID,Custer County,0.741
ID,Elmore County,1.057
ID,Franklin County,0.993
ID,Fremont County,0.903
ID,Gem County,0.919
ID,Gooding County,0.839
ID,Idaho County,1.021
ID,Jefferson County,0.908
ID,Jerome County,1.056
ID,Kootenai County,1.006
ID,Latah County,0.88
ID,Lemhi County,0.831
ID,Lewis County,0.811
ID,Lincoln County,0.676
ID,Madison County,0.938
ID,Minidoka County,1.238
ID,Nez Perce County,0.897
ID,Oneida County,0.8
ID,Owyhee County,0.982
ID,Payette County,0.95
ID,Power County,0.815
ID,Shoshone County,1.407
ID,Teton County,0.789
ID,Twin Falls County,1.198
ID,Valley County,0.716
ID,Washington County,1.108
IL,Adams County,0.698
IL,Alexander County,1.109
IL,Bond County,1.184
IL,Boone County,1.119
IL,Brown County,1.073
IL,Bureau County,1.182
IL,Calhoun County,1.03
IL,Carroll County,0.925
IL,Cass County,1.29
IL,Champaign County,0.882
IL,Christian County,1.03
IL,Clark County,0.852
IL,Clay County,1.168
IL,Clinton County,0.888
IL,Coles County,1.24
IL,Cook County,0.836
IL,Crawford County,1.052
IL,Cumberland County,1.213
IL,DeKalb County,0.857
IL,De Witt County,1.039
IL,Douglas County,1.69
IL,DuPage County,0.756
IL,Edgar County,1.085
IL,Edwards County,1.06
IL,Effingham County,0.83
IL,Fayette County,0.97
IL,Ford County,0.804
IL,Franklin County,0.943
IL,Fulton County,0.82
IL,Gallatin County,0.846
IL,Greene County,1.353
IL,Grundy County,0.9
IL,Hamilton County,0.954
IL,Hancock County,1.022
IL,Hardin County,0.877
IL,Henderson County,1.129
IL,Henry County,1.034
IL,Iroquois County,0.904
IL,Jackson County,0.984
IL,Jasper County,0.876
IL,Jefferson County,1.219
IL,Jersey County,1.143
IL,Jo Daviess County,0.937
IL,Johnson County,1.325
IL,Kane County,0.889
IL,Kankakee County,1.536
IL,Kendall County,0.757
IL,Knox County,1.666
IL,Lake County,0.857
IL,La Salle County,0.872
IL,Lawrence County,1.118
IL,Lee County,1.064
IL,Livingston County,1.121
IL,Logan County,1.082
IL,McDonough County,1.507
IL,McHenry County,1.097
IL,McLean County,0.931
IL,Macon County,1.032
IL,Macoupin County,1.179
IL,Madison County,0.906
IL,Marion County,1.09
IL,Marshall County,0.888
IL,Mason County,0.927
IL,Massac County,1.328
IL,Menard County,1.076
IL,Mercer County,1.565
IL,Monroe County,0.958
IL,Montgomery County,0.97
IL,Morgan County,1.133
IL,Moultrie County,1.153
IL,Ogle County,1.058
IL,Peoria County,0.897
IL,Perry County,1.213
IL,Piatt County,0.849
IL,Pike County,0.99
IL,Pope County,0.686
IL,Pulaski County,1.101
IL,Putnam County,0.994
IL,Randolph County,1.009
IL,Richland County,1.033
IL,Rock Island County,1.126
IL,St. Clair County,0.803
IL,Saline County,1.24
IL,Sangamon County,0.912
IL,Schuyler County,1.068
IL,Scott County,0.997
IL,Shelby County,1.05
IL,Stark County,0.91
IL,Stephenson County,1.194
IL,Tazewell County,0.853
IL,Union County,0.848
IL,Vermilion County,1.055
IL,Wabash County,0.903
IL,Warren County,1.199
IL,Washington County,0.903
IL,Wayne County,0.891
IL,White County,0.986
IL,Whiteside County,1.555
IL,Will County,0.865
IL,Williamson County,0.948
IL,Winnebago County,1.253
IL,Woodford County,0.852
IN,Adams County,1.143
IN,Allen County,1.175
IN,Bartholomew County,0.812
IN,Benton County,0.807
IN,Blackford County,1.716
IN,Boone County,1.026
IN,Brown County,0.957
IN,Carroll County,0.982
IN,Cass County,1.177
IN,Clark County,0.986
IN,Clay County,1.036
IN,Clinton County,0.954
IN,Crawford County,1.098
IN,Daviess County,1.324
IN,Dearborn County,0.973
IN,Decatur County,1.079
IN,DeKalb County,0.982
IN,Delaware County,1.191
IN,Dubois County,1.101
IN,Elkhart County,0.812
IN,Fayette County,1.39
IN,Floyd County,0.987
IN,Fountain County,1.178
IN,Franklin County,0.944
IN,Fulton County,1.176
IN,Gibson County,0.926
IN,Grant County,1.058
IN,Greene County,1.949
IN,Hamilton County,1.109
IN,Hancock County,1.037
IN,Harrison County,1.411
IN,Hendricks County,0.804
IN,Henry County,1.08
IN,Howard County,1.039
IN,Huntington County,1.022
IN,Jackson County,1.183
IN,Jasper County,0.867
IN,Jay County,1.049
IN,Jefferson County,1.076
IN,Jennings County,1.395
IN,Johnson County,0.893
IN,Knox County,1.204
IN,Kosciusko County,1.155
IN,LaGrange County,1.107
IN,Lake County,1.022
IN,LaPorte County,1.006
IN,Lawrence County,1.024
IN,Madison County,0.979
IN,Marion County,0.964
IN,Marshall County,1.077
IN,Martin County,1.026
IN,Miami County,1.247
IN,Monroe County,0.93
IN,Montgomery County,1.22
IN,Morgan County,0.984
IN,Newton County,1.022
IN,Noble County,1.195
IN,Ohio County,0.894
IN,Orange County,1.029
IN,Owen County,0.901
IN,Parke County,1.023
IN,Perry County,1.05
IN,Pike County,1.423
IN,Porter County,1.145
IN,Posey County,0.906
IN,Pulaski County,1.193
IN,Putnam County,0.907
IN,Randolph County,1.178
IN,Ripley County,1.055
IN,Rush County,1.113
IN,St. Joseph County,0.867
IN,Scott County,1.228
IN,Shelby County,1.133
IN,Spencer County,0.953
IN,Starke County,1.156
IN,Steuben County,0.976
IN,Sullivan County,0.969
IN,Switzerland County,1.205
IN,Tippecanoe County,1.123
IN,Tipton County,0.965
IN,Union County,1
IN,Vanderburgh County,0.916
IN,Vermillion County,0.972
IN,Vigo County,1.014
